author,datePublished,summary,title
Valerie  Volcovici,"May 14, 2019 /  10:16 PM / 20 days ago","WASHINGTON (Reuters) - Former Vice President Joe Biden on Tuesday defended his environmental record and said he would release the “totality” of his climate change plan “very shortly,” after Democratic Representative Alexandria Ocasio-Cortez accused him of not being aggressive enough on the issue. ","Biden defends record on climate, says plan coming 'very shortly'"
Mathieu Rosemain,"May 16, 2019 /  11:13 AM / 18 days ago","PARIS (Reuters) - President Emmanuel Macron on Thursday took a swipe at the freewheeling U.S. business model, saying the private sector had too much influence on U.S. policy and Europe should offer a middle way between China’s state control and U.S. laissez-faire. ",Macron takes aim at U.S. in push for fairer tech industry
Jan  Wolfe,"May 14, 2019 /  10:26 AM / 20 days ago","WASHINGTON (Reuters) - A federal judge on Tuesday said financial records from U.S. President Donald Trump’s long-time accounting firm would be part of a “proper subject of investigation” by Congress, appearing to side with Democratic lawmakers seeking more oversight of the president. ",Democrats and Trump do battle in court over his financial records
,"May 17, 2019 /  11:26 AM / 17 days ago","BEIJING (Reuters) - South Korean tech giant Samsung Electronics Co Ltd will spend more than $14 billion in the second phase of investment in its memory chip plant in Xian, China, China’s official Xinhua news agency reported on Friday citing a Samsung executive.  ",Samsung to spend more than $14 billion in second phase of China chip plant: Xinhua
,"May 16, 2019 /  5:35 PM / 18 days ago","NEW YORK (Reuters) - Some executives from U.S. companies that sell clothing, food and other products warn that costs related to the latest round of tariffs on goods from China will be passed along to consumers in the form of higher prices. ",Factbox: U.S. executives warn consumers will pay for Trump's tariffs
David Shepardson,"May 16, 2019 /  2:26 PM / 18 days ago","WASHINGTON (Reuters) - Tesla Inc’s Autopilot system was engaged during a fatal March 1 crash of a 2018 Model 3 in Delray Beach, Florida, in at least the third fatal U.S. crash reported involving the driver-assistance system, the National Transportation Safety Board said on Thursday. ",Third fatal Tesla Autopilot crash renews questions about system
,"May 16, 2019 /  5:09 PM / 18 days ago",WASHINGTON (Reuters) - U.S. Commerce Secretary Wilbur Ross said on Thursday that an order blacklisting Chinese telecoms giant Huawei Technologies Co Ltd will go into effect on Friday. ,U.S. commerce secretary says Huawei order effective Friday: interview
Emma Thomasson,"May 16, 2019 /  6:41 PM / 18 days ago",AMSTERDAM (Reuters) - Executives from major global retailers played down the threat to employment in stores from artificial intelligence and automation on Thursday and pledged more training to help staff adopt more high-value tasks as machines take over their work. ,"Retail chiefs dismiss AI job threat, promise more training"
,"May 16, 2019 /  5:36 PM / 18 days ago",BERLIN (Reuters) - German Chancellor Angela Merkel and the powerful BDI industry association distanced themselves on Thursday from the U.S. government’s decision to put Chinese telecom equipment giant Huawei Technologies on a blacklist. ,Europe must maintain own course after U.S. blacklisting of Huawei: Germany
,"May 16, 2019 /  10:12 PM / 18 days ago","(Reuters) - Amazon.com Inc is in talks to invest hundreds of millions of pounds in UK food delivery app Deliveroo as part of a $575 million fundraising, Sky News reported on Thursday, citing sources. ",Amazon close to buying a stake in UK's Deliveroo: Sky News
"Diane Bartz,Yawen Chen","May 16, 2019 /  4:50 PM / 18 days ago","WASHINGTON/BEIJING (Reuters) - A U.S. bid to block China’s Huawei Technologies from buying vital American technology threw into question prospects for sales at some of the largest tech companies and drew a sharp rebuke from Beijing, further ratcheting up tensions over trade. ","Huawei ban clouds U.S.-China trade talks, tech sector"
,"May 16, 2019 /  8:13 PM / 18 days ago","(Reuters) - Applied Materials Inc forecast third-quarter profit and revenue above estimates and reported better-than-expected quarterly results on Thursday, allaying investor concerns about slowing semiconductor demand. ","Chip gear maker Applied Materials results beat estimates, shares rise"
Mike Stone,"May 15, 2019 /  2:19 PM / 19 days ago","WASHINGTON (Reuters) - Executives for TransDigm Group Inc will testify before a Congressional committee on Wednesday after a Pentagon-endorsed investigation found the aircraft parts supplier made profits exceeding 1,000% on some spare parts and equipment. ","Congress to question TransDigm over defense profits exceeding 1,000%"
,"May 16, 2019 /  10:19 PM / 18 days ago",(Reuters) - Tesla Inc Chief Executive Officer Elon Musk told employees on Thursday that he will increase scrutiny of the company’s expenses in his latest initiative to cut costs at the electric car maker.   ,Musk to review all of Tesla's expenses in new cost cutting plan
,"May 16, 2019 /  8:18 PM / 18 days ago","(Reuters) - Pinterest Inc on Thursday forecast 2019 revenue broadly in line with Wall Street targets, disappointing investors who had expected more from the freshly public, high flying stock, and sending its shares down 16 percent. ",Pinterest shares plummet on disappointing 2019 revenue forecast
Sayanti Chakraborty,"May 16, 2019 /  8:37 PM / 18 days ago","(Reuters) - Nvidia Corp forecast second-quarter revenue above Wall Street estimates on Thursday, as it expects sales of its graphics chip to benefit from a recovery in the gaming market. ",Nvidia revenue forecast beats as demand for gaming chip rises
"David Shepardson,Diane Bartz","May 16, 2019 /  4:53 PM / 18 days ago","WASHINGTON (Reuters) - Huawei Technologies said on Thursday it will challenge a decision by the U.S. Commerce Department to add the Chinese company to a export blacklist, warning the decision “will do significant economic harm to the American companies with which Huawei does business.” ",Huawei to challenge U.S. export sanction which it says will harm America
Katie Paul,"May 17, 2019 /  12:06 AM / 18 days ago","SAN FRANCISCO (Reuters) - California’s senate blocked a bill on Thursday that would have expanded the ability of consumers to sue companies over their handling of personal data, a win for tech industry groups concerned about wide-ranging privacy lawsuits. ",California bill to expand privacy protections fails
,"May 16, 2019 /  9:21 AM / 18 days ago",BERLIN (Reuters) - German food delivery company Delivery Hero on Thursday announced an investment in biodegradable packaging manufacturer Bio-Lutions as governments and companies around the world seek to reduce plastic waste. ,Germany's Delivery Hero invests in biodegradable packaging
,"May 17, 2019 /  12:57 AM / 18 days ago","TOKYO (Reuters) - A U.S. bid to block China’s Huawei Technologies from buying vital American technology could affect Japanese companies and weigh on economic growth, Japanese Finance Minister Taro Aso said on Friday. ",Japan Finance Minister Aso says Huawei ban could affect Japanese firms
,"May 17, 2019 /  1:36 AM / 18 days ago","CAPE CANAVERAL, Fla. (Reuters) - A SpaceX launch already scrubbed once due to inclement weather was postponed again nearly 24 hours later on Thursday, this time for “about a week,” in order to update satellite software and “triple-check everything,” Elon Musk’s rocket company said. ","SpaceX postpones Starlink satellite launch again, for 'about a week'"
Sijia Jiang,"May 17, 2019 /  2:29 AM / 18 days ago","HONG KONG (Reuters) - Huawei Technologies’ chip arm HiSilicon said on Friday it has long been prepared for the “extreme scenario” that it could be banned from purchasing U.S. chips and technology, and is able to ensure steady supply of most products. ",Huawei's HiSilicon says it has long been preparing for U.S. ban scenario
,"May 15, 2019 /  8:02 PM / 19 days ago","WASHINGTON (Reuters) - U.S. President Donald Trump on Thursday will propose an overhaul of immigration laws that would favor applicants who speak English, are well educated and have job offers, a senior administration official said. ",Trump to propose overhaul of immigration laws: official
"David Shepardson,Karen Freifeld","May 16, 2019 /  8:42 PM / 18 days ago","WASHINGTON/NEW YORK (Reuters) - The Trump administration on Thursday officially added China’s Huawei Technologies Co Ltd to a trade blacklist, immediately enacting restrictions that will make it extremely difficult for the telecom giant to do business with U.S. companies.  ",China's Huawei restricted from using U.S. suppliers
,"May 17, 2019 /  11:56 AM / 17 days ago","(Reuters) - Supercomputer manufacturer Cray Inc said on Friday it would be bought by Hewlett Packard Enterprise Co in a  deal valued at about $1.30 billion, net of cash. ",Hewlett Packard Enterprise to buy supercomputer maker Cray in $1.30 billion deal
Douglas Busvine,"May 17, 2019 /  4:21 AM / 18 days ago",FRANKFURT (Reuters) - Air taxi startup Lilium has staged a successful maiden flight of a five-seater prototype that it hopes to bring into service by 2025 to whisk passengers between cities without the hassle of an airport check-in. ,Air taxi startup Lilium stages test 'hover' of five-seater prototype
Andrew Hay,"May 15, 2019 /  10:37 PM / 19 days ago","TAOS, N.M. (Reuters) - The small city of Deming, New Mexico has become the latest U.S. border community to declare a state of emergency after dozens of migrants were released in the town by federal authorities seeking to cope with a surge in asylum seekers coming across the southern U.S. border. ",New Mexico city of Deming declares emergency over migrant releases
,"May 17, 2019 /  3:43 PM / 17 days ago","PARIS (Reuters) - A break-up of U.S. social media company Facebook would be a solution of last resort that would probably generate long judicial procedures, EU Competition Commissioner Margrethe Vestager said on Friday. ",Facebook breakup would be solution of last resort: EU's Vestager
"Stephen Nellis,Sijia Jiang","May 17, 2019 /  9:47 AM / 17 days ago","SAN FRANCISCO/HONG KONG (Reuters) - Chip experts are calling out Huawei for its claims that it could ensure a steady supply chain without U.S. help, saying the technology the Chinese telecoms network gear maker buys from American companies would be “hard to replace”. ",Tall chip tale? Huawei's backup plans leave experts unconvinced
Brenna Hughes Neghaiwi,"May 17, 2019 /  3:58 PM / 17 days ago","ZURICH (Reuters) - Facebook has set up a new financial technology company in Switzerland focusing on blockchain and payments as well as data analytics and investing, Geneva’s commercial register shows. ",Facebook forms Swiss fintech firm with payments focus
,"May 17, 2019 /  5:39 PM / 17 days ago",WASHINGTON (Reuters) - A California man was sentenced to 20 months in prison on Friday after pleading guilty for threatening to kill the family of U.S. Federal Communications Commission Chairman Ajit Pai over the regulator’s successful effort to repeal net neutrality rules. ,Net neutrality supporter sentenced for death threats to FCC Chairman Pai
Anna Irrera,"May 16, 2019 /  10:52 PM / 17 days ago","NEW YORK (Reuters) - Several of the world’s largest banks are in the process of investing around $50 million to create a digital cash system using blockchain technology to settle financial transactions, according to people familiar with the plans. ",Exclusive: Banks to invest around $50 million in digital cash settlement project - sources
"Noel Randewich,Aishwarya Venugopal","May 17, 2019 /  1:12 PM / 17 days ago","(Reuters) - Overstock.com Inc Chief Executive Officer Patrick Byrne lashed out on Friday at investors who questioned his recent sale of shares, saying he had to supplement his $100,000 a year salary and vowing never to “give such an explanation again.” ",Overstock CEO says he had to sell shares to supplement his pay
,"May 17, 2019 /  9:11 PM / 17 days ago",(Reuters) - Lyft is sued by investors over its initial public offering - court filing ,Lyft is sued by investors over IPO
,"May 17, 2019 /  8:18 PM / 17 days ago","(Reuters) - China's Huawei Technologies Co Ltd is asking its top Asian chipmakers to maintain deliveries after Washington decided to curb the telecom giant's access to American technology, the Nikkei reported ",Huawei and suppliers make plans to face U.S. trade blacklist: Nikkei
,"May 17, 2019 /  1:48 PM / 17 days ago",(Reuters) - Pinterest Inc’s shares slumped as much as 17% on Friday after the online scrapbook company’s disappointing annual forecast shook investors’ faith in its ability to turn in a profit soon. ,Pinterest shares tumble as profit seen elusive
,"May 1, 2019 /  4:23 PM / a month ago","WASHINGTON (Reuters) - The U.S. Justice Department missed a Wednesday subpoena deadline for providing the House Judiciary Committee with Special Counsel Robert Mueller’s unredacted report on his investigation of Russian meddling in the 2016 U.S. presidential election, a Democratic congressional aide said. ",DOJ misses House subpoena deadline for full Mueller report: aide
,"May 1, 2019 /  1:59 PM / a month ago",WASHINGTON (Reuters) - The Democratic chairman of the U.S. House Judiciary Committee said on Wednesday he was seeking to nail down a date to have Special Counsel Robert Mueller testify to Congress about his investigation into Russian election interference and attempts by President Donald Trump to impede the probe. ,Lawmaker says he is trying to nail down a date for Mueller to testify
,"May 7, 2019 /  8:28 PM / a month ago","(Reuters) - Match Group beat quarterly profit and revenue estimates on Tuesday, as more people joined its popular dating app, Tinder, sending shares up as much as 8 percent in extended trading. ","Match Group adds more Tinder subscribers, shares surge"
,"May 7, 2019 /  9:13 PM / a month ago","OTTAWA (Reuters) - A Huawei Canada executive said on Tuesday he had left his post after less than a year at the company, the second recent high-profile departure from the Chinese telecommunications equipment maker at the heart of a major dispute between Ottawa and Beijing. ","Huawei Canada executive leaves post, second departure from firm in four months"
,"April 30, 2019 /  7:09 PM / a month ago","WASHINGTON (Reuters) - U.S. Republican Senator Joni Ernst on Tuesday said she was “very unlikely” to back fellow Republican President Donald Trump’s pick for a seat on the U.S. central bank, according to a CNN reporter on Twitter. ",Republican Senator Ernst 'unlikely' to back Moore for Fed
Richard Cowan,"May 1, 2019 /  4:54 PM / a month ago","WASHINGTON (Reuters) - More than half a dozen committees of the U.S. Congress are investigating President Donald Trump, who is refusing to cooperate with most of them since the April 18 release of the Mueller report on Russian interference in the 2016 U.S. presidential election, setting up a likely court battle. ",Factbox: Crowd of U.S. Congress committees investigating Trump
David Shepardson,"May 7, 2019 /  6:52 PM / a month ago",WASHINGTON (Reuters) - The Federal Aviation Administration said on Tuesday it had convened a multi-agency Technical Advisory Board to review Boeing’s proposed software fix on the grounded 737 MAX. ,FAA convenes multi-agency board to review Boeing software fix
,"April 28, 2019 /  2:13 PM / a month ago","WASHINGTON (Reuters) - U.S. President Donald Trump’s pick to fill a vacant seat at the Federal Reserve said on Sunday a smear campaign was being waged against him, after past writings and comments about women sparked renewed criticism by Democratic lawmakers. ",Trump's Fed pick Moore not planning to drop out of Fed consideration: interview
,"April 28, 2019 /  4:08 PM / a month ago","WASHINGTON (Reuters) - The United States signed a document agreeing to pay North Korea for the care of American Otto Warmbier but never paid the $2 million Pyongyang demanded, White House national security adviser John Bolton said on Sunday. ",U.S. envoy signed North Korea document to pay for Warmbier's care: Bolton
,"April 28, 2019 /  3:54 PM / a month ago",WASHINGTON (Reuters) - The Democratic chairman of a congressional committee has put off holding a former White House security clearance chief in contempt until after the panel interviews him about decisions made on some of President Donald Trump’s advisers. ,House panel to interview ex-White House security clearance chief
,"May 2, 2019 /  11:41 AM / a month ago","MILAN (Reuters) - Italian broadband infrastructure group Open Fiber has signed a deal with phone group Fastweb to extend a network fiber access agreement to 80 Italian cities, the companies said on Thursday. ",Italy's Open Fiber signs network access deal with Fastweb
,"April 30, 2019 /  6:51 PM / a month ago",WASHINGTON (Reuters) - U.S. President Donald Trump on Tuesday said he is monitoring the situation in Venezuela very closely and reiterated U.S. support for its people as Venezuelan opposition leader Juan Guaido moved further to oust President Nicolas Maduro.  ,Trump says he is monitoring Venezuela situation
William James,"May 2, 2019 /  10:10 AM / a month ago","LONDON (Reuters) - Theresa May hoped firing her defense secretary over a leak would put her latest government scandal to rest. But it seems only to have unleashed yet another political storm for the British prime minister, with members of her own party questioning her judgment and opponents demanding the police be called in. ",UK PM May under fire after Huawei leak sacking
,"May 2, 2019 /  12:16 PM / a month ago","VIENNA (Reuters) - Austrian construction company Porr detected a cyber attack on its communication infrastructure on Thursday and its telephone lines and emails were disrupted, the company said. ",Austrian construction group Porr hit by cyber attack
David Shepardson,"April 23, 2019 /  9:41 PM / a month ago","WASHINGTON (Reuters) - U.S. House Speaker Nancy Pelosi and Senate Democratic Leader Chuck Schumer will meet with President Donald Trump on April 30 at the White House to discuss the fate of proposals to boost U.S. infrastructure repairs by at least $1 trillion, according to a congressional aide and an administration official. ",Trump to meet Democrats on $1 trillion infrastructure push on April 30: sources
,"April 22, 2019 /  12:06 PM / a month ago","WASHINGTON (Reuters) - U.S. Senator Elizabeth Warren, who is seeking the Democratic nomination for the 2020 presidential election, wants to cancel billions of dollars in student loan debt and make college cheaper for students going forward. ",Elizabeth Warren proposes canceling billions in student loan debt
Jan  Wolfe,"April 22, 2019 /  1:33 PM / a month ago","WASHINGTON (Reuters) - President Donald Trump on Monday filed suit to keep U.S. lawmakers from obtaining his financial records, the first salvo in what promises to be an escalating legal battle with Democrats in Congress. ",Trump sues to block Congress subpoena for his financial records
,"April 23, 2019 /  3:00 PM / a month ago","WASHINGTON (Reuters) - U.S. President Donald Trump is unlikely hand over his tax returns to lawmakers despite a final deadline from the Democratic chairman of the House Ways and Means Committee, a White House spokesman said on Tuesday. ",Trump 'not inclined' to give tax returns to House panel: White House
Andrew Chung,"April 29, 2019 /  1:41 PM / a month ago",WASHINGTON (Reuters) - The U.S. Supreme Court on Monday asked the Trump administration to offer its views on whether it should hear Google’s bid to end Oracle Corp’s copyright infringement lawsuit involving the Android operating system that runs most of the world’s smartphones. ,U.S. Supreme Court seeks Trump administration views on Google-Oracle copyright feud
Susan Cornwell,"April 22, 2019 /  5:36 PM / in a month","WASHINGTON (Reuters) - U.S. House Democrats are divided over whether to proceed directly to impeach President Donald Trump after Special Counsel Robert Mueller’s Russia probe, but they can still hold Trump accountable without impeachment, Speaker Nancy Pelosi said on Monday.  ",Democrats to continue probes of Trump amid no consensus on impeachment
"Lisa Baertlein,Nandita Bose","April 29, 2019 /  2:49 PM / a month ago","LOS ANGELES/WASHINGTON (Reuters) - Amazon’s promise of one-day shipping threatens to upend the retail sector, but its rivals’ physical stores give the likes of Walmart and Target powerful assets that Amazon itself is scrambling to match.  ","Amazon speeds up shipping, but rivals' stores buck its challenge"
"Akanksha Rana,Kenneth Li","April 29, 2019 /  10:12 AM / a month ago","(Reuters) - Spotify Technology SA, the world’s leading streaming platform, said on Monday it had hit 100 million paid subscribers as it reported a better-than-expected rise in first-quarter revenue. ","Spotify hits 100 million subscribers, reports revenue jump"
,"April 29, 2019 /  3:51 PM / a month ago","MILAN (Reuters) - Italy’s top commercial broadcaster Mediaset plans to close its pay-TV channels and move their content to a video streaming service after losing 80 percent of its paying clients in six months, a source close to the matter said. ",Mediaset to move pay-TV content to video streaming app after losing customers: source
,"April 29, 2019 /  3:53 PM / a month ago","(Reuters) - Airbnb will be ready for an initial public offering later this year, the home-renting company’s chief executive officer told CNBC on Monday. ",Airbnb CEO says company will be ready for IPO later this year: CNBC
Gertrude Chavez-Dreyfuss,"April 28, 2019 /  11:15 PM / a month ago","(Reuters) - Jaguar Land Rover, Britain’s largest auto manufacturer, said on Monday it is testing software that will allow drivers of its cars to earn the IOTA cryptocurrency as a reward for sharing data. ",Jaguar Land Rover planning to allow helpful car drivers to earn cryptocurrency
,"April 29, 2019 /  4:26 PM / a month ago",MILAN (Reuters) - Italy’s antitrust regulator said on Monday it had extended a probe into alleged market abuse by Telecom Italia over fiber optic rollout and wholesale pricing to Sept. 30. ,Italy antitrust extends Telecom Italia fiber probe to Sept. 30
,"April 29, 2019 /  3:01 PM / a month ago",WASHINGTON (Reuters) - T-Mobile US Inc and Sprint Corp on Monday extended the deadline for completing their proposed $26 billion deal to July 29 as the U.S. Justice Department’s Antitrust Division chief said he had not decided whether to approve the transaction. ,"Sprint, T-Mobile push back deadline to complete merger"
,"April 29, 2019 /  2:56 PM / a month ago","BERLIN (Reuters) - France and Germany have asked the European Commission to approve state subsidies for a cross-border battery cell consortium including carmaker PSA with its German subsidiary Opel and French battery maker Saft, a German official said on Monday. ","France, Germany to support battery cell consortium including PSA, Saft"
Jonathan Stempel,"April 29, 2019 /  1:55 PM / a month ago",NEW YORK (Reuters) - Alibaba Group Holding Ltd said on Monday it will pay $250 million to settle a U.S. lawsuit faulting the Chinese e-commerce company for concealing a regulatory warning about its ability to stop counterfeiting before it went public in 2014. ,Alibaba to pay $250 million to settle lawsuit over pre-IPO warning on counterfeiting
"Doina Chiacu,David Morgan","April 19, 2019 /  5:07 AM / a month ago","WASHINGTON (Reuters) - Congressional Democrats on Friday took legal action to get hold of all of U.S. Special Counsel Robert Mueller’s evidence from his inquiry into Russian meddling in the 2016 election, as the probe’s findings hit President Donald Trump’s poll ratings.  ","Democrats make legal bid for all Russia probe evidence, Trump poll numbers drop"
"Letitia Stein,Tim Reid","April 19, 2019 /  10:06 AM / a month ago","CLEARWATER, Florida/LAS VEGAS (Reuters) - After months as volunteer activists demanding that U.S. President Donald Trump be impeached, Eileen and Michael O’Brien sat on their couch on Thursday, cracked open a laptop and began to read the 448-page special counsel report that liberals have dreamed would make impeachment a reality. ",Mueller report strengthens resolves on both sides of political spectrum
"Joshua Franklin,Jennifer Ablan","April 26, 2019 /  10:58 AM / a month ago","(Reuters) - Uber Technologies Inc, the world’s largest ride-hailing company, plans an initial public offering that values the company as much as one-third below what the startup’s insiders had hoped for, between $80.5 billion and $91.5 billion.  ",Uber unveils IPO terms that are well below expectations
David Shepardson,"April 26, 2019 /  7:06 PM / a month ago",WASHINGTON (Reuters) - Toyota Motor Corp said on Friday it was halting plans to install Dedicated Short-Range Communications technology on U.S. vehicles aimed at letting cars and trucks communicate with one another to avoid collisions. ,Toyota abandons plan to install U.S connected vehicle tech by 2021
,"April 19, 2019 /  8:29 PM / a month ago",WASHINGTON (Reuters) - Top Democrats in the U.S. House of Representatives and Senate on Friday rejected Attorney General William Barr’s proposal to allow them access to a less-redacted version of Special Counsel Robert Mueller’s Russia investigation report.  ,Top Democrats in Congress reject Barr's proposal to limit Mueller report access
,"April 28, 2019 /  10:29 AM / a month ago","BEIJING (Reuters) - Chinese electric vehicle maker BYD Co Ltd, backed by U.S. investor Warren Buffett, reported on Sunday a 632 percent jump in its first-quarter net profit, buoyed by strong demand for its new energy vehicles. ","Chinese electric car maker BYD's first-quarter profit up 632 percent, sees first-half profit up"
,"April 28, 2019 /  7:54 AM / in a month",LONDON (Reuters) - China on Sunday warned Britain not to discriminate against companies involved in developing the 5G network and to resist pressure from other countries over whether it should work with Huawei Technologies.      ,China urges UK not to discriminate against Huawei in 5G development
Sijia Jiang,"April 29, 2019 /  11:40 AM / a month ago","HONG KONG (Reuters) - China’s ZTE Corp reported on Monday a first-quarter profit of 862.6 million yuan ($128.2 million), as expected, up from 276 million yuan in the preceding three months, as it recovered from last year’s U.S. sanctions. ",ZTE Corp swings to first-quarter profit of 862.6 million yuan
,"April 29, 2019 /  8:40 AM / a month ago",FRANKFURT (Reuters) - German auto supplier Bosch on Monday said it had reached a licensing agreement with Powercell Sweden AB to jointly mass produce hydrogen fuel cells for electrifying heavy-duty commercial vehicles. ,Bosch signs pact with Sweden's Powercell to mass produce fuel cells
Ryan Woo,"April 26, 2019 /  8:13 AM / a month ago","LONGKOU, China (Reuters) - During initial tests of their 8.1-metre (27-foot) tall reusable rocket, Chinese engineers from LinkSpace, a start-up led by China’s youngest space entrepreneur, used a Kevlar tether to ensure its safe return. Just in case.  ",China's rocket start-ups go small in age of 'shoebox' satellites
Stephen Nellis,"April 29, 2019 /  12:15 PM / a month ago","(Reuters) - Cisco Systems Inc said on Monday it is rolling out hardware for the next generation of Wi-Fi standards, giving a core part of its $28.2 billion infrastructure business a refresh and in the process aiming to garner more software revenue. ",Cisco revamps its hardware for new Wi-Fi technology
Brendan Pierson,"April 26, 2019 /  9:33 PM / a month ago","NEW YORK (Reuters) - Tesla Inc Chief Executive Elon Musk has reached a deal with the U.S. Securities and Exchange Commission to settle a dispute over his use of Twitter, agreeing to submit his public statements about the company’s finances and other topics to vetting by its legal counsel, according to a court filing on Friday. ",Tesla's Musk agrees to new vetting rules for tweets in SEC deal
John Revill,"April 30, 2019 /  1:42 AM / a month ago",(Reuters) - Logitech International SA shares fell nearly 9 percent on Tuesday as investors cashed in on the computer peripheral maker’s gains this year and success providing fast keyboards and mice for players of online games like Fortnite. ,Logitech shares fall as investors pocket recent gains
,"April 29, 2019 /  12:45 PM / a month ago","LONDON (Reuters) - Washington does not see any distinction between core and non-core parts of 5G networks and will reassess sharing information with any allies which use equipment made by China’s Huawei, a U.S. cybersecurity official said on Monday. ",U.S. will rethink cooperation with allies who use Huawei: official
Steve Holland,"April 23, 2019 /  7:58 PM / a month ago","WASHINGTON (Reuters) - President Donald Trump, who bemoaned his treatment by the news media in a flurry of tweets on Tuesday, has barred members of his staff and administration from attending the White House Correspondents’ Association dinner on Saturday, officials said. ",Trump orders administration officials not to attend White House correspondents dinner
,"April 30, 2019 /  10:28 AM / a month ago","BENGALURU (Reuters) - Amazon.com Inc’s India unit saw a 56 percent rise in the number of local merchants selling to international markets, hitting export sales of over $1 billion, the company said on Tuesday. ",Amazon's India unit sees 56 percent rise in export merchants
"Ju-min Park,Heekyong Yang","April 29, 2019 /  11:53 PM / a month ago","SEOUL (Reuters) - South Korea’s Samsung Electronics Co Ltd flagged improved second-half results on expectations of a pick up in memory chip and smartphone sales, after posting its weakest profit in more than two years in the first quarter. ",Samsung Electronics bets on better second-half after first-quarter profit slumps
,"April 30, 2019 /  11:27 AM / a month ago","(Reuters) - Cable operator Charter Communications Inc edged past analysts’ estimates for first-quarter revenue on Tuesday, as the company attracted more customers for its internet services, offsetting a drop in video subscribers. ",Cable operator Charter edges past quarterly revenue estimates
"Tom Daly,Yilei Sun","April 30, 2019 /  10:32 AM / a month ago","BEIJING (Reuters) - Contemporary Amperex Technology Co Ltd (CATL), China’s biggest maker of batteries for electric vehicles, has begun mass production of high-nickel batteries, its chairman told investors last Friday.  ",China's CATL starts mass production of high-nickel batteries: chairman
Nick Carey,"April 30, 2019 /  10:11 AM / a month ago","DETROIT (Reuters) - Fiat Chrysler  said on Tuesday it will use technology from Alphabet Inc’s Google and Samsung to connect all its vehicles by 2022, providing music and video and facilitating future car-sharing and self-driving capabilities. ","Fiat Chrysler picks Google, Samsung for global connected car system"
,"April 30, 2019 /  11:38 AM / a month ago","(Reuters) - Britain’s competition watchdog on Tuesday provisionally cleared PayPal Holdings Inc’s $2.2 billion takeover of Swedish fintech startup iZettle, saying the deal did not raise competition concerns.   ",Britain provisionally approves PayPal-iZettle deal
,"April 30, 2019 /  12:23 PM / a month ago","BRUSSELS (Reuters) - Airbnb should be treated as a digital service provider and free to operate across the European Union, an adviser for the European Court of Justice (ECJ) said on Tuesday following a complaint by a French tourism association. ",Airbnb should be free to operate across Europe: EU court adviser
,"April 24, 2019 /  6:12 AM / a month ago","(Reuters) - A federal judge in the U.S. state of Oregon will block a move by the Trump administration to cut off federal money to family planning clinics that offer abortion or refer women to abortion providers, activists and media reports said late on Tuesday. ","U.S. federal judge to block Trump's new abortion rule: media, activists"
Chris Kahn,"April 24, 2019 /  10:15 AM / a month ago","NEW YORK (Reuters) - Former Vice President Joe Biden, expected to declare his run for the 2020 Democratic presidential nomination on Thursday, leads all other candidates in the race and draws his strongest levels of support from minorities and older adults, according to a new Reuters/Ipsos public opinion poll. ","Minorities, older adults boost Biden atop 2020 Democratic field: Reuters/Ipsos poll"
Kirsti Knolle,"April 30, 2019 /  6:29 AM / a month ago","VIENNA (Reuters) - Apple supplier AMS on Tuesday was upbeat on the current quarter and the rest of the year, pointing to steady orders for optical sensors from its major customer and a growing share of income from Android smartphone makers. ","Chipmaker AMS signals steady Apple orders, Android share grows"
,"April 30, 2019 /  1:13 PM / a month ago",ZURICH (Reuters) - Logitech International Chief Executive Bracken Darrell said it was too early to consider upgrading the keyboard and mice maker’s sales and profit outlook for its 2020 business year. ,Logitech CEO sticks to guidance for 2020 business year
Saikat Chatterjee,"April 30, 2019 /  1:20 PM / a month ago","LONDON (Reuters) - JPMorgan Chase, a top player in the $5.1 trillion-a-day global currency market has started applying a new technology that enables machine-trading programs to learn from previous trades and search for the most profitable way to execute them. ",How to train your machine: JPMorgan FX algos learn to trade better
,"April 24, 2019 /  12:12 PM / a month ago",LONDON (Reuters) - Britain’s main eavesdropping agency on Wednesday said allegations that it had been asked by the Obama administration to spy on Donald Trump after the 2016 presidential election were utterly ridiculous and should be ignored. ,"After Trump tweet, UK spy agency says claim it spied on Trump is utterly ridiculous"
,"April 30, 2019 /  1:23 PM / a month ago",PRAGUE (Reuters) - The Czech Finance Ministry said on Tuesday it was finalizing a plan to tax global internet giants and would submit a proposal by the end of May for a 7 percent rate. ,Czech finance ministry plans 7 percent rate for new digital tax
,"April 30, 2019 /  1:28 PM / a month ago","(Reuters) - Wall Street punished Google on Tuesday for managers’ refusal to give details of changes made to its ad platform in first-quarter results, following a rare miss of expectations for revenue due to a cleanup of YouTube content. ",Wall Street queries Google ad changes after rare revenue miss
"Yimou Lee,James Pomfret","April 30, 2019 /  10:35 AM / a month ago","TAIPEI (Reuters) - The chairman of Apple supplier Foxconn will travel to the United States on Tuesday for a meeting in the White House that is believed to be related to an investment in Wisconsin, according to a source with direct knowledge of the matter. ",Foxconn chairman travels to White House to discuss Wisconsin: source
,"April 30, 2019 /  2:58 PM / a month ago","MUMBAI (Reuters) - An Indian appellate tribunal has lifted a stay on insolvency proceedings against business tycoon Anil Ambani’s debt-laden Reliance Communications, the Economic Times reported on Tuesday. ",Indian appellate tribunal allows insolvency case vs RCom to proceed: report
